Size, Type, Time, Cores
100, "Parallel (10)", 0.003043, 10
100, "Built-in", 0.000020, 1
1000, "Sequential", 0.000104, 1
1000, "Parallel (2)", 0.000205, 2
1000, "Parallel (3)", 0.000262, 3
1000, "Parallel (4)", 0.000530, 4
1000, "Parallel (5)", 0.000857, 5
1000, "Parallel (6)", 0.001652, 6
1000, "Parallel (7)", 0.003742, 7
1000, "Parallel (8)", 0.004677, 8
1000, "Parallel (9)", 0.012794, 9
1000, "Parallel (10)", 0.013985, 10
1000, "Built-in", 0.000124, 1
1000, "Sequential", 0.000110, 1
1000, "Parallel (2)", 0.000197, 2
1000, "Parallel (3)", 0.000263, 3
1000, "Parallel (4)", 0.000496, 4
1000, "Parallel (5)", 0.000938, 5
1000, "Parallel (6)", 0.001941, 6
1000, "Parallel (7)", 0.003585, 7
1000, "Parallel (8)", 0.005151, 8
1000, "Parallel (9)", 0.013533, 9
1000, "Parallel (10)", 0.021357, 10
1000, "Built-in", 0.000126, 1
1000, "Sequential", 0.000105, 1
1000, "Parallel (2)", 0.000184, 2
1000, "Parallel (3)", 0.000226, 3
1000, "Parallel (4)", 0.000499, 4
1000, "Parallel (5)", 0.001046, 5
1000, "Parallel (6)", 0.002099, 6
1000, "Parallel (7)", 0.003766, 7
1000, "Parallel (8)", 0.005204, 8
1000, "Parallel (9)", 0.009180, 9
1000, "Parallel (10)", 0.010355, 10
1000, "Built-in", 0.000118, 1
1000, "Sequential", 0.000105, 1
1000, "Parallel (2)", 0.000203, 2
1000, "Parallel (3)", 0.000251, 3
1000, "Parallel (4)", 0.000507, 4
1000, "Parallel (5)", 0.001014, 5
1000, "Parallel (6)", 0.001837, 6
1000, "Parallel (7)", 0.002589, 7
1000, "Parallel (8)", 0.005041, 8
1000, "Parallel (9)", 0.013955, 9
1000, "Parallel (10)", 0.015251, 10
1000, "Built-in", 0.000118, 1
1000, "Sequential", 0.000105, 1
1000, "Parallel (2)", 0.000189, 2
1000, "Parallel (3)", 0.000241, 3
1000, "Parallel (4)", 0.000508, 4
1000, "Parallel (5)", 0.000989, 5
1000, "Parallel (6)", 0.002054, 6
1000, "Parallel (7)", 0.003576, 7
1000, "Parallel (8)", 0.006419, 8
1000, "Parallel (9)", 0.012461, 9
1000, "Parallel (10)", 0.016648, 10
1000, "Built-in", 0.000117, 1
10000, "Sequential", 0.001333, 1
10000, "Parallel (2)", 0.000946, 2
10000, "Parallel (3)", 0.001049, 3
10000, "Parallel (4)", 0.000910, 4
10000, "Parallel (5)", 0.001668, 5
10000, "Parallel (6)", 0.002252, 6
10000, "Parallel (7)", 0.004518, 7
10000, "Parallel (8)", 0.008882, 8
10000, "Parallel (9)", 0.024731, 9
10000, "Parallel (10)", 0.040316, 10
10000, "Built-in", 0.001438, 1
10000, "Sequential", 0.001255, 1
10000, "Parallel (2)", 0.001355, 2
10000, "Parallel (3)", 0.000960, 3
10000, "Parallel (4)", 0.001510, 4
10000, "Parallel (5)", 0.001658, 5
10000, "Parallel (6)", 0.002359, 6
10000, "Parallel (7)", 0.003601, 7
10000, "Parallel (8)", 0.009617, 8
10000, "Parallel (9)", 0.017409, 9
10000, "Parallel (10)", 0.026554, 10
10000, "Built-in", 0.001362, 1
10000, "Sequential", 0.001292, 1
10000, "Parallel (2)", 0.001065, 2
10000, "Parallel (3)", 0.000824, 3
10000, "Parallel (4)", 0.001487, 4
10000, "Parallel (5)", 0.001468, 5
10000, "Parallel (6)", 0.002343, 6
10000, "Parallel (7)", 0.004705, 7
10000, "Parallel (8)", 0.008977, 8
10000, "Parallel (9)", 0.023692, 9
10000, "Parallel (10)", 0.029863, 10
10000, "Built-in", 0.001388, 1
10000, "Sequential", 0.001300, 1
10000, "Parallel (2)", 0.001392, 2
10000, "Parallel (3)", 0.000927, 3
10000, "Parallel (4)", 0.000974, 4
10000, "Parallel (5)", 0.001228, 5
10000, "Parallel (6)", 0.002171, 6
10000, "Parallel (7)", 0.004173, 7
10000, "Parallel (8)", 0.011220, 8
10000, "Parallel (9)", 0.023241, 9
10000, "Parallel (10)", 0.057909, 10
10000, "Built-in", 0.001365, 1
10000, "Sequential", 0.001328, 1
10000, "Parallel (2)", 0.001324, 2
10000, "Parallel (3)", 0.000926, 3
10000, "Parallel (4)", 0.000896, 4
10000, "Parallel (5)", 0.001476, 5
10000, "Parallel (6)", 0.002278, 6
10000, "Parallel (7)", 0.004300, 7
10000, "Parallel (8)", 0.011208, 8
10000, "Parallel (9)", 0.013618, 9
10000, "Parallel (10)", 0.057836, 10
10000, "Built-in", 0.001366, 1
100000, "Sequential", 0.016385, 1
100000, "Parallel (2)", 0.014321, 2
100000, "Parallel (3)", 0.006205, 3
100000, "Parallel (4)", 0.009087, 4
100000, "Parallel (5)", 0.006014, 5
100000, "Parallel (6)", 0.007296, 6
100000, "Parallel (7)", 0.006998, 7
100000, "Parallel (8)", 0.013304, 8
100000, "Parallel (9)", 0.029924, 9
100000, "Parallel (10)", 0.092195, 10
100000, "Built-in", 0.016913, 1
100000, "Sequential", 0.016653, 1
100000, "Parallel (2)", 0.006818, 2
100000, "Parallel (3)", 0.008516, 3
100000, "Parallel (4)", 0.005755, 4
100000, "Parallel (5)", 0.005799, 5
100000, "Parallel (6)", 0.006791, 6
100000, "Parallel (7)", 0.007571, 7
100000, "Parallel (8)", 0.012336, 8
100000, "Parallel (9)", 0.024850, 9
100000, "Parallel (10)", 0.070227, 10
100000, "Built-in", 0.016547, 1
100000, "Sequential", 0.015959, 1
100000, "Parallel (2)", 0.008803, 2
100000, "Parallel (3)", 0.006833, 3
100000, "Parallel (4)", 0.011565, 4
100000, "Parallel (5)", 0.007818, 5
100000, "Parallel (6)", 0.006629, 6
100000, "Parallel (7)", 0.009324, 7
100000, "Parallel (8)", 0.013323, 8
100000, "Parallel (9)", 0.027073, 9
100000, "Parallel (10)", 0.073601, 10
100000, "Built-in", 0.016228, 1
100000, "Sequential", 0.016043, 1
100000, "Parallel (2)", 0.008480, 2
100000, "Parallel (3)", 0.007138, 3
100000, "Parallel (4)", 0.005076, 4
100000, "Parallel (5)", 0.005287, 5
100000, "Parallel (6)", 0.008093, 6
100000, "Parallel (7)", 0.008394, 7
100000, "Parallel (8)", 0.011689, 8
100000, "Parallel (9)", 0.018888, 9
100000, "Parallel (10)", 0.068465, 10
100000, "Built-in", 0.016209, 1
100000, "Sequential", 0.015730, 1
100000, "Parallel (2)", 0.008494, 2
100000, "Parallel (3)", 0.011558, 3
100000, "Parallel (4)", 0.007310, 4
100000, "Parallel (5)", 0.005769, 5
100000, "Parallel (6)", 0.005620, 6
100000, "Parallel (7)", 0.006689, 7
100000, "Parallel (8)", 0.013641, 8
100000, "Parallel (9)", 0.032474, 9
100000, "Parallel (10)", 0.070427, 10
100000, "Built-in", 0.016104, 1
1000000, "Sequential", 0.184708, 1
1000000, "Parallel (2)", 0.175283, 2
1000000, "Parallel (3)", 0.124187, 3
1000000, "Parallel (4)", 0.066022, 4
1000000, "Parallel (5)", 0.073284, 5
1000000, "Parallel (6)", 0.051874, 6
1000000, "Parallel (7)", 0.057716, 7
1000000, "Parallel (8)", 0.058102, 8
1000000, "Parallel (9)", 0.057418, 9
1000000, "Parallel (10)", 0.094729, 10
1000000, "Built-in", 0.199404, 1
1000000, "Sequential", 0.192448, 1
1000000, "Parallel (2)", 0.120439, 2
1000000, "Parallel (3)", 0.069056, 3
1000000, "Parallel (4)", 0.071242, 4
1000000, "Parallel (5)", 0.095638, 5
1000000, "Parallel (6)", 0.056928, 6
1000000, "Parallel (7)", 0.051485, 7
1000000, "Parallel (8)", 0.054023, 8
1000000, "Parallel (9)", 0.062172, 9
1000000, "Parallel (10)", 0.107999, 10
1000000, "Built-in", 0.202593, 1
1000000, "Sequential", 0.187686, 1
1000000, "Parallel (2)", 0.110339, 2
1000000, "Parallel (3)", 0.152988, 3
1000000, "Parallel (4)", 0.059772, 4
1000000, "Parallel (5)", 0.068403, 5
1000000, "Parallel (6)", 0.067626, 6
1000000, "Parallel (7)", 0.051619, 7
1000000, "Parallel (8)", 0.052894, 8
1000000, "Parallel (9)", 0.056847, 9
1000000, "Parallel (10)", 0.102282, 10
1000000, "Built-in", 0.211556, 1
1000000, "Sequential", 0.194096, 1
1000000, "Parallel (2)", 0.132315, 2
1000000, "Parallel (3)", 0.109241, 3
1000000, "Parallel (4)", 0.067461, 4
1000000, "Parallel (5)", 0.066820, 5
1000000, "Parallel (6)", 0.087673, 6
1000000, "Parallel (7)", 0.053537, 7
1000000, "Parallel (8)", 0.078298, 8
1000000, "Parallel (9)", 0.059993, 9
1000000, "Parallel (10)", 0.083840, 10
1000000, "Built-in", 0.193964, 1
1000000, "Sequential", 0.193937, 1
1000000, "Parallel (2)", 0.091689, 2
1000000, "Parallel (3)", 0.071613, 3
1000000, "Parallel (4)", 0.138653, 4
1000000, "Parallel (5)", 0.057355, 5
1000000, "Parallel (6)", 0.062222, 6
1000000, "Parallel (7)", 0.049620, 7
1000000, "Parallel (8)", 0.053351, 8
1000000, "Parallel (9)", 0.058114, 9
1000000, "Parallel (10)", 0.072918, 10
1000000, "Built-in", 0.199885, 1
